FileName,Emotion
1157_s_2_neu,neu
1158_s_2_neu,neu
1159_s_2_neu,neu
1180_s_2_neu,neu
1181_s_2_neu,neu
1182_s_2_neu,neu
1183_s_2_neu,neu
1184_s_2_neu,neu
1185_s_2_neu,neu
1186_s_2_neu,neu
1187_s_2_neu,neu
1188_s_2_neu,neu
1189_s_2_neu,neu
118_s_1_neu,neu
1190_s_2_neu,neu
1191_s_2_neu,neu
1192_s_2_neu,neu
1193_s_2_neu,neu
1194_s_2_neu,neu
1195_s_2_neu,neu
1197_s_2_neu,neu
1198_s_2_neu,neu
1199_s_2_neu,neu
119_s_1_neu,neu
11_s_1_neu,neu
1200_s_2_neu,neu
1201_s_2_sad,sad
1202_s_2_sad,sad
1203_s_2_sad,sad
1207_s_2_sad,sad
1208_s_2_sad,sad
1209_s_2_sad,sad
120_s_1_neu,neu
1210_s_2_sad,sad
1211_s_2_sad,sad
1212_s_2_sad,sad
1213_s_2_sad,sad
1215_s_2_sad,sad
1216_s_2_neu,neu
1217_s_2_neu,neu
1218_s_2_neu,neu
121_s_1_neu,neu
1220_s_2_neu,neu
1221_s_2_neu,neu
1223_s_2_neu,neu
1224_s_2_neu,neu
1225_s_2_neu,neu
1226_s_2_neu,neu
1227_s_2_neu,neu
1228_s_2_neu,neu
1229_s_2_neu,neu
122_s_1_neu,neu
1230_s_2_neu,neu
1231_s_2_neu,neu
1233_s_2_neu,neu
1234_s_2_neu,neu
1235_s_2_neu,neu
1236_s_2_exc,exc
1237_s_2_exc,exc
1238_s_2_exc,exc
1239_s_2_exc,exc
123_s_1_neu,neu
1240_s_2_exc,exc
1241_s_2_exc,exc
1242_s_2_exc,exc
1243_s_2_exc,exc
1244_s_2_exc,exc
1245_s_2_exc,exc
1246_s_2_exc,exc
1247_s_2_exc,exc
1248_s_2_exc,exc
124_s_1_neu,neu
1250_s_2_exc,exc
1251_s_2_exc,exc
1252_s_2_exc,exc
1253_s_2_exc,exc
1254_s_2_exc,exc
1255_s_2_exc,exc
1256_s_2_exc,exc
1257_s_2_exc,exc
1258_s_2_exc,exc
1259_s_2_exc,exc
125_s_1_neu,neu
1260_s_2_exc,exc
1261_s_2_exc,exc
1262_s_2_exc,exc
1263_s_2_exc,exc
1264_s_2_exc,exc
1268_s_2_exc,exc
1269_s_2_exc,exc
126_s_1_neu,neu
1270_s_2_exc,exc
1271_s_2_exc,exc
1272_s_2_exc,exc
1273_s_2_neu,neu
1274_s_2_exc,exc
1275_s_2_exc,exc
1276_s_2_exc,exc
1277_s_2_exc,exc
1278_s_2_exc,exc
1279_s_2_exc,exc
127_s_1_neu,neu
1280_s_2_exc,exc
1281_s_2_exc,exc
1283_s_2_exc,exc
1284_s_2_exc,exc
1285_s_2_neu,neu
1286_s_2_exc,exc
1288_s_2_hap,hap
1289_s_2_exc,exc
128_s_1_neu,neu
1290_s_2_exc,exc
1291_s_2_exc,exc
1292_s_2_exc,exc
1293_s_2_exc,exc
1294_s_2_neu,neu
1295_s_2_neu,neu
1296_s_2_neu,neu
1297_s_2_neu,neu
1298_s_2_neu,neu
129_s_1_neu,neu
12_s_1_neu,neu
1300_s_2_neu,neu
1301_s_2_neu,neu
1302_s_2_neu,neu
1303_s_2_neu,neu
1304_s_2_neu,neu
1305_s_2_neu,neu
1306_s_2_neu,neu
1307_s_2_neu,neu
1308_s_2_neu,neu
1309_s_2_neu,neu
130_s_1_neu,neu
1310_s_2_neu,neu
1311_s_2_neu,neu
1312_s_2_neu,neu
1313_s_2_neu,neu
1314_s_2_neu,neu
1315_s_2_neu,neu
1316_s_2_neu,neu
1317_s_2_neu,neu
1318_s_2_neu,neu
1319_s_2_neu,neu
1337_s_2_sad,sad
1338_s_2_sad,sad
1339_s_2_sad,sad
133_s_1_neu,neu
1340_s_2_neu,neu
1341_s_2_ang,ang
1342_s_2_neu,neu
1343_s_2_neu,neu
1344_s_2_neu,neu
1345_s_2_neu,neu
1346_s_2_sad,sad
1347_s_2_ang,ang
1348_s_2_ang,ang
1349_s_2_ang,ang
134_s_1_ang,ang
1350_s_2_ang,ang
1352_s_2_ang,ang
131_s_1_neu,neu
1336_s_2_sad,sad
1353_s_2_ang,ang
1371_s_2_neu,neu
1388_s_2_sad,sad
1403_s_2_sad,sad
141_s_1_ang,ang
1436_s_2_neu,neu
1451_s_2_sad,sad
1469_s_2_neu,neu
148_s_1_ang,ang
1507_s_2_neu,neu
1523_s_2_neu,neu
153_s_1_ang,ang
1556_s_2_ang,ang
1572_s_2_ang,ang
1354_s_2_neu,neu
1355_s_2_ang,ang
1356_s_2_ang,ang
1357_s_2_ang,ang
1358_s_2_sad,sad
1359_s_2_neu,neu
135_s_1_ang,ang
1360_s_2_ang,ang
1361_s_2_ang,ang
1362_s_2_ang,ang
1363_s_2_neu,neu
1366_s_2_ang,ang
1367_s_2_ang,ang
1368_s_2_ang,ang
1369_s_2_neu,neu
136_s_1_ang,ang
1370_s_2_neu,neu
1372_s_2_neu,neu
1373_s_2_neu,neu
1374_s_2_neu,neu
1375_s_2_neu,neu
1376_s_2_ang,ang
1377_s_2_ang,ang
1378_s_2_ang,ang
1379_s_2_sad,sad
137_s_1_ang,ang
1380_s_2_hap,hap
1381_s_2_hap,hap
1382_s_2_hap,hap
1383_s_2_hap,hap
1384_s_2_sad,sad
1385_s_2_sad,sad
1386_s_2_sad,sad
1387_s_2_sad,sad
1389_s_2_sad,sad
138_s_1_ang,ang
1390_s_2_sad,sad
1391_s_2_hap,hap
1392_s_2_neu,neu
1393_s_2_exc,exc
1394_s_2_sad,sad
1395_s_2_sad,sad
1396_s_2_sad,sad
1397_s_2_sad,sad
1398_s_2_sad,sad
1399_s_2_sad,sad
139_s_1_ang,ang
13_s_1_neu,neu
1400_s_2_sad,sad
1401_s_2_sad,sad
1402_s_2_sad,sad
1404_s_2_sad,sad
1405_s_2_sad,sad
1406_s_2_sad,sad
1407_s_2_sad,sad
1408_s_2_sad,sad
1409_s_2_neu,neu
140_s_1_ang,ang
1410_s_2_neu,neu
1411_s_2_neu,neu
1412_s_2_neu,neu
1413_s_2_exc,exc
1414_s_2_exc,exc
1415_s_2_exc,exc
1416_s_2_exc,exc
1417_s_2_exc,exc
1418_s_2_exc,exc
1419_s_2_exc,exc
1420_s_2_neu,neu
1421_s_2_neu,neu
1422_s_2_neu,neu
1423_s_2_neu,neu
1424_s_2_exc,exc
1425_s_2_exc,exc
1427_s_2_neu,neu
1428_s_2_neu,neu
1429_s_2_neu,neu
142_s_1_ang,ang
1430_s_2_neu,neu
1431_s_2_exc,exc
1432_s_2_exc,exc
1433_s_2_exc,exc
1434_s_2_exc,exc
1435_s_2_neu,neu
1437_s_2_exc,exc
1438_s_2_exc,exc
1439_s_2_exc,exc
143_s_1_ang,ang
1440_s_2_exc,exc
1441_s_2_exc,exc
1442_s_2_exc,exc
1443_s_2_neu,neu
1444_s_2_neu,neu
1445_s_2_neu,neu
1446_s_2_ang,ang
1447_s_2_ang,ang
1448_s_2_ang,ang
1449_s_2_sad,sad
144_s_1_ang,ang
1450_s_2_sad,sad
1452_s_2_sad,sad
1453_s_2_sad,sad
1454_s_2_sad,sad
1456_s_2_sad,sad
1457_s_2_sad,sad
1458_s_2_sad,sad
1459_s_2_sad,sad
145_s_1_ang,ang
1460_s_2_sad,sad
1461_s_2_sad,sad
1462_s_2_sad,sad
1463_s_2_hap,hap
1464_s_2_hap,hap
1465_s_2_hap,hap
1466_s_2_sad,sad
1468_s_2_exc,exc
146_s_1_ang,ang
1470_s_2_neu,neu
1471_s_2_neu,neu
1472_s_2_neu,neu
1473_s_2_neu,neu
1474_s_2_neu,neu
1476_s_2_neu,neu
1477_s_2_neu,neu
1478_s_2_neu,neu
1479_s_2_neu,neu
147_s_1_ang,ang
1480_s_2_neu,neu
1481_s_2_neu,neu
1482_s_2_neu,neu
1483_s_2_neu,neu
1484_s_2_neu,neu
1485_s_2_ang,ang
1486_s_2_sad,sad
1488_s_2_neu,neu
1489_s_2_sad,sad
1508_s_2_neu,neu
1509_s_2_neu,neu
150_s_1_ang,ang
1510_s_2_hap,hap
1511_s_2_hap,hap
1512_s_2_hap,hap
1513_s_2_hap,hap
1514_s_2_hap,hap
1515_s_2_hap,hap
1516_s_2_hap,hap
1517_s_2_hap,hap
1518_s_2_neu,neu
1519_s_2_hap,hap
151_s_1_ang,ang
1520_s_2_exc,exc
1521_s_2_neu,neu
1522_s_2_neu,neu
1524_s_2_neu,neu
1525_s_2_neu,neu
1526_s_2_neu,neu
1527_s_2_neu,neu
1528_s_2_neu,neu
1529_s_2_neu,neu
152_s_1_ang,ang
1530_s_2_neu,neu
1531_s_2_neu,neu
1532_s_2_neu,neu
1533_s_2_neu,neu
1534_s_2_neu,neu
1535_s_2_exc,exc
1536_s_2_exc,exc
1537_s_2_neu,neu
1538_s_2_exc,exc
1539_s_2_exc,exc
1540_s_2_neu,neu
1541_s_2_neu,neu
1542_s_2_neu,neu
1543_s_2_neu,neu
1544_s_2_neu,neu
1545_s_2_neu,neu
1546_s_2_exc,exc
1547_s_2_neu,neu
1548_s_2_neu,neu
1549_s_2_neu,neu
154_s_1_neu,neu
1550_s_2_neu,neu
1551_s_2_neu,neu
1552_s_2_ang,ang
1553_s_2_ang,ang
1554_s_2_exc,exc
1555_s_2_ang,ang
1557_s_2_ang,ang
1558_s_2_ang,ang
1559_s_2_ang,ang
155_s_1_hap,hap
1560_s_2_ang,ang
1561_s_2_ang,ang
1562_s_2_ang,ang
1563_s_2_ang,ang
1564_s_2_ang,ang
1565_s_2_ang,ang
1566_s_2_ang,ang
1567_s_2_ang,ang
1568_s_2_ang,ang
1569_s_2_ang,ang
156_s_1_hap,hap
1570_s_2_neu,neu
1571_s_2_neu,neu
1573_s_2_ang,ang
1574_s_2_neu,neu
1575_s_2_neu,neu
1576_s_2_ang,ang
1577_s_2_ang,ang
1578_s_2_ang,ang
1579_s_2_ang,ang
157_s_1_neu,neu
1580_s_2_ang,ang
1581_s_2_ang,ang
1582_s_2_ang,ang
1583_s_2_ang,ang
1584_s_2_ang,ang
1585_s_2_ang,ang
1586_s_2_ang,ang
1587_s_2_ang,ang
1588_s_2_ang,ang
158_s_1_neu,neu
1590_s_2_neu,neu
1591_s_2_neu,neu
1592_s_2_neu,neu
1593_s_2_neu,neu
1594_s_2_neu,neu
1595_s_2_neu,neu
1596_s_2_neu,neu
1597_s_2_neu,neu
1598_s_2_neu,neu
1599_s_2_neu,neu
159_s_1_neu,neu
15_s_1_neu,neu
1600_s_2_neu,neu
1601_s_2_neu,neu
1602_s_2_neu,neu
1604_s_2_ang,ang
1605_s_2_ang,ang
1606_s_2_ang,ang
1607_s_2_ang,ang
1608_s_2_ang,ang
1609_s_2_ang,ang
160_s_1_neu,neu
1610_s_2_ang,ang
1611_s_2_sad,sad
1612_s_2_sad,sad
1613_s_2_sad,sad
1614_s_2_sad,sad
1615_s_2_sad,sad
1616_s_2_sad,sad
1617_s_2_sad,sad
1618_s_2_sad,sad
161_s_1_neu,neu
1620_s_2_sad,sad
1621_s_2_sad,sad
1622_s_2_sad,sad
1623_s_2_sad,sad
1624_s_2_sad,sad
1625_s_2_sad,sad
1626_s_2_sad,sad
1627_s_2_sad,sad
1628_s_2_sad,sad
1629_s_2_sad,sad
162_s_1_neu,neu
1630_s_2_sad,sad
1631_s_2_sad,sad
1632_s_2_neu,neu
1633_s_2_sad,sad
1634_s_2_sad,sad
1635_s_2_exc,exc
1636_s_2_exc,exc
1637_s_2_exc,exc
1638_s_2_exc,exc
1639_s_2_exc,exc
163_s_1_neu,neu
1640_s_2_exc,exc
1641_s_2_exc,exc
1642_s_2_exc,exc
1643_s_2_exc,exc
1644_s_2_exc,exc
1645_s_2_exc,exc
1646_s_2_exc,exc
1647_s_2_exc,exc
1648_s_2_exc,exc
1649_s_2_exc,exc
1667_s_2_exc,exc
1668_s_2_exc,exc
1669_s_2_hap,hap
166_s_1_neu,neu
1670_s_2_exc,exc
1671_s_2_exc,exc
1672_s_2_hap,hap
1673_s_2_hap,hap
1674_s_2_exc,exc
1675_s_2_hap,hap
1676_s_2_neu,neu
1677_s_2_neu,neu
1678_s_2_neu,neu
1679_s_2_neu,neu
167_s_1_neu,neu
1680_s_2_neu,neu
1681_s_2_neu,neu
1603_s_2_neu,neu
1619_s_2_sad,sad
164_s_1_neu,neu
1666_s_2_exc,exc
1682_s_2_neu,neu
1699_s_2_neu,neu
1714_s_2_neu,neu
1730_s_2_sad,sad
1747_s_2_sad,sad
1762_s_2_sad,sad
1778_s_2_exc,exc
1793_s_2_exc,exc
180_s_1_neu,neu
1826_s_2_exc,exc
1842_s_2_neu,neu
1859_s_2_neu,neu
1683_s_2_neu,neu
1684_s_2_neu,neu
1685_s_2_sad,sad
1686_s_2_neu,neu
1687_s_2_neu,neu
1688_s_2_neu,neu
1689_s_2_neu,neu
168_s_1_neu,neu
1690_s_2_neu,neu
1691_s_2_neu,neu
1692_s_2_sad,sad
1693_s_2_ang,ang
1694_s_2_sad,sad
1695_s_2_neu,neu
1696_s_2_neu,neu
1697_s_2_neu,neu
1698_s_2_neu,neu
169_s_1_neu,neu
16_s_1_neu,neu
1700_s_2_neu,neu
1701_s_2_neu,neu
1702_s_2_neu,neu
1703_s_2_neu,neu
1704_s_2_neu,neu
1705_s_2_neu,neu
1706_s_2_neu,neu
1707_s_2_neu,neu
1708_s_2_neu,neu
1709_s_2_neu,neu
170_s_1_neu,neu
1710_s_2_neu,neu
1711_s_2_neu,neu
1712_s_2_neu,neu
1713_s_2_neu,neu
1715_s_2_neu,neu
1716_s_2_neu,neu
1717_s_2_neu,neu
1718_s_2_neu,neu
1719_s_2_neu,neu
171_s_1_neu,neu
1720_s_2_neu,neu
1721_s_2_neu,neu
1722_s_2_neu,neu
1723_s_2_neu,neu
1724_s_2_neu,neu
1725_s_2_ang,ang
1726_s_2_ang,ang
1727_s_2_ang,ang
1728_s_2_ang,ang
1729_s_2_ang,ang
172_s_1_neu,neu
1731_s_2_sad,sad
1732_s_2_sad,sad
1733_s_2_sad,sad
1734_s_2_sad,sad
1735_s_2_sad,sad
1736_s_2_sad,sad
1737_s_2_sad,sad
1738_s_2_sad,sad
1739_s_2_sad,sad
173_s_1_neu,neu
1740_s_2_sad,sad
1741_s_2_sad,sad
1742_s_2_sad,sad
1743_s_2_sad,sad
1744_s_2_sad,sad
1745_s_2_sad,sad
1746_s_2_sad,sad
1748_s_2_sad,sad
1749_s_2_sad,sad
174_s_1_neu,neu
1750_s_2_sad,sad
1751_s_2_sad,sad
1752_s_2_sad,sad
1753_s_2_sad,sad
1754_s_2_sad,sad
1755_s_2_sad,sad
1756_s_2_sad,sad
1757_s_2_sad,sad
1758_s_2_sad,sad
1759_s_2_sad,sad
175_s_1_neu,neu
1760_s_2_sad,sad
1761_s_2_sad,sad
1763_s_2_sad,sad
1764_s_2_sad,sad
1765_s_2_sad,sad
1766_s_2_sad,sad
1767_s_2_sad,sad
1768_s_2_sad,sad
1769_s_2_sad,sad
176_s_1_neu,neu
1770_s_2_sad,sad
1771_s_2_exc,exc
1772_s_2_exc,exc
1773_s_2_exc,exc
1774_s_2_exc,exc
1775_s_2_exc,exc
1776_s_2_exc,exc
1777_s_2_exc,exc
1779_s_2_exc,exc
177_s_1_neu,neu
1780_s_2_exc,exc
1781_s_2_exc,exc
1782_s_2_exc,exc
1783_s_2_exc,exc
1784_s_2_hap,hap
1785_s_2_hap,hap
1786_s_2_hap,hap
1787_s_2_hap,hap
1788_s_2_hap,hap
1789_s_2_hap,hap
178_s_1_neu,neu
1790_s_2_hap,hap
1791_s_2_hap,hap
1792_s_2_exc,exc
1794_s_2_hap,hap
1795_s_2_exc,exc
1796_s_2_exc,exc
1797_s_2_exc,exc
1798_s_2_hap,hap
1799_s_2_hap,hap
179_s_1_neu,neu
17_s_1_neu,neu
1800_s_2_exc,exc
1801_s_2_exc,exc
1802_s_2_exc,exc
1803_s_2_exc,exc
1804_s_2_hap,hap
1805_s_2_hap,hap
1806_s_2_hap,hap
1807_s_2_exc,exc
1808_s_2_exc,exc
1809_s_2_exc,exc
1827_s_2_neu,neu
1828_s_2_neu,neu
1829_s_2_neu,neu
182_s_1_neu,neu
1830_s_2_neu,neu
1831_s_2_neu,neu
1832_s_2_hap,hap
1833_s_2_hap,hap
1834_s_2_neu,neu
1835_s_2_neu,neu
1836_s_2_neu,neu
1837_s_2_hap,hap
1838_s_2_hap,hap
1839_s_2_neu,neu
183_s_1_neu,neu
1840_s_2_neu,neu
1841_s_2_neu,neu
1843_s_2_neu,neu
1844_s_2_neu,neu
1845_s_2_neu,neu
1846_s_2_neu,neu
1847_s_2_neu,neu
1848_s_2_neu,neu
1849_s_2_neu,neu
184_s_1_neu,neu
1850_s_2_neu,neu
1851_s_2_neu,neu
1852_s_2_neu,neu
1853_s_2_neu,neu
1854_s_2_neu,neu
1855_s_2_neu,neu
1856_s_2_neu,neu
1857_s_2_neu,neu
1858_s_2_neu,neu
185_s_1_neu,neu
1860_s_2_neu,neu
1861_s_2_neu,neu
1862_s_2_neu,neu
1863_s_2_neu,neu
1864_s_2_neu,neu
1865_s_2_neu,neu
1866_s_2_neu,neu
1867_s_2_neu,neu
1868_s_2_neu,neu
1869_s_2_neu,neu
186_s_1_sad,sad
1870_s_2_neu,neu
1871_s_2_neu,neu
1872_s_2_neu,neu
1873_s_2_neu,neu
1874_s_2_ang,ang
1876_s_2_ang,ang
1877_s_2_ang,ang
1878_s_2_ang,ang
1879_s_2_ang,ang
187_s_1_neu,neu
1880_s_2_ang,ang
1881_s_2_ang,ang
1882_s_2_sad,sad
1883_s_2_sad,sad
1884_s_2_sad,sad
1885_s_2_sad,sad
1886_s_2_ang,ang
1887_s_2_ang,ang
1888_s_2_neu,neu
1889_s_2_neu,neu
188_s_1_neu,neu
1890_s_2_neu,neu
1892_s_2_ang,ang
1893_s_2_ang,ang
1894_s_2_neu,neu
1895_s_2_neu,neu
1896_s_2_sad,sad
1897_s_2_sad,sad
1898_s_2_sad,sad
1899_s_2_ang,ang
189_s_1_sad,sad
18_s_1_neu,neu
1900_s_2_ang,ang
1901_s_2_ang,ang
1902_s_2_sad,sad
1903_s_2_ang,ang
1904_s_2_ang,ang
1905_s_2_ang,ang
1906_s_2_ang,ang
1908_s_2_ang,ang
1909_s_2_ang,ang
190_s_1_sad,sad
1910_s_2_sad,sad
1911_s_2_neu,neu
1912_s_2_neu,neu
1913_s_2_neu,neu
1914_s_2_neu,neu
1915_s_2_ang,ang
1916_s_2_ang,ang
1917_s_2_hap,hap
1918_s_2_hap,hap
1919_s_2_hap,hap
191_s_1_sad,sad
1920_s_2_hap,hap
1921_s_2_neu,neu
1923_s_2_hap,hap
1924_s_2_hap,hap
1925_s_2_sad,sad
1926_s_2_sad,sad
1927_s_2_sad,sad
1928_s_2_sad,sad
1929_s_2_sad,sad
192_s_1_sad,sad
1930_s_2_hap,hap
1931_s_2_hap,hap
1932_s_2_exc,exc
1933_s_2_exc,exc
1934_s_2_exc,exc
1935_s_2_sad,sad
1936_s_2_sad,sad
1937_s_2_sad,sad
1939_s_2_sad,sad
193_s_1_neu,neu
1940_s_2_sad,sad
1941_s_2_sad,sad
1942_s_2_sad,sad
1943_s_2_sad,sad
1944_s_2_sad,sad
1945_s_2_sad,sad
1946_s_2_sad,sad
1947_s_2_sad,sad
1948_s_2_sad,sad
1949_s_2_neu,neu
194_s_1_sad,sad
1950_s_2_neu,neu
1951_s_2_neu,neu
1952_s_2_neu,neu
1954_s_2_neu,neu
1955_s_2_sad,sad
1956_s_2_neu,neu
1957_s_2_ang,ang
1958_s_2_neu,neu
1959_s_2_neu,neu
195_s_1_sad,sad
1960_s_2_exc,exc
1961_s_2_exc,exc
1962_s_2_exc,exc
1963_s_2_exc,exc
1964_s_2_exc,exc
1965_s_2_exc,exc
1966_s_2_exc,exc
1967_s_2_exc,exc
1968_s_2_exc,exc
1969_s_2_exc,exc
196_s_1_sad,sad
1970_s_2_exc,exc
1971_s_2_exc,exc
1972_s_2_exc,exc
1973_s_2_exc,exc
1974_s_2_exc,exc
1975_s_2_exc,exc
1976_s_2_exc,exc
1977_s_2_exc,exc
1978_s_2_exc,exc
1979_s_2_exc,exc
1891_s_2_ang,ang
1907_s_2_ang,ang
1922_s_2_hap,hap
1938_s_2_sad,sad
1953_s_2_neu,neu
197_s_1_sad,sad
1996_s_2_sad,sad
2010_s_2_neu,neu
2027_s_2_hap,hap
2043_s_2_hap,hap
205_s_1_sad,sad
2075_s_2_ang,ang
2090_s_2_neu,neu
2105_s_2_ang,ang
212_s_1_sad,sad
2146_s_3_neu,neu
1997_s_2_sad,sad
1998_s_2_hap,hap
1999_s_2_sad,sad
199_s_1_sad,sad
19_s_1_ang,ang
1_s_1_ang,ang
2000_s_2_hap,hap
2001_s_2_sad,sad
2002_s_2_hap,hap
2003_s_2_neu,neu
2004_s_2_neu,neu
2005_s_2_neu,neu
2006_s_2_neu,neu
2007_s_2_neu,neu
2008_s_2_neu,neu
2009_s_2_neu,neu
200_s_1_neu,neu
2011_s_2_exc,exc
2012_s_2_exc,exc
2013_s_2_neu,neu
2014_s_2_neu,neu
2015_s_2_neu,neu
2016_s_2_neu,neu
2017_s_2_ang,ang
2018_s_2_sad,sad
2019_s_2_sad,sad
201_s_1_neu,neu
2020_s_2_sad,sad
2021_s_2_hap,hap
2022_s_2_hap,hap
2023_s_2_hap,hap
2024_s_2_hap,hap
2025_s_2_hap,hap
2026_s_2_exc,exc
2028_s_2_exc,exc
2029_s_2_hap,hap
202_s_1_neu,neu
2030_s_2_hap,hap
2031_s_2_exc,exc
2032_s_2_sad,sad
2033_s_2_hap,hap
2034_s_2_hap,hap
2035_s_2_hap,hap
2036_s_2_hap,hap
2037_s_2_hap,hap
2038_s_2_hap,hap
2039_s_2_hap,hap
203_s_1_sad,sad
2040_s_2_hap,hap
2041_s_2_exc,exc
2042_s_2_hap,hap
2044_s_2_sad,sad
2045_s_2_hap,hap
2046_s_2_hap,hap
2047_s_2_exc,exc
2048_s_2_exc,exc
2049_s_2_exc,exc
204_s_1_sad,sad
2050_s_2_sad,sad
2051_s_2_exc,exc
2052_s_2_exc,exc
2053_s_2_exc,exc
2054_s_2_exc,exc
2055_s_2_exc,exc
2056_s_2_hap,hap
2057_s_2_hap,hap
2058_s_2_hap,hap
2059_s_2_exc,exc
2060_s_2_exc,exc
2061_s_2_neu,neu
2062_s_2_neu,neu
2063_s_2_neu,neu
2064_s_2_neu,neu
2065_s_2_neu,neu
2066_s_2_neu,neu
2067_s_2_neu,neu
2068_s_2_neu,neu
2069_s_2_ang,ang
206_s_1_sad,sad
2070_s_2_neu,neu
2071_s_2_ang,ang
2072_s_2_ang,ang
2073_s_2_neu,neu
2074_s_2_ang,ang
2076_s_2_ang,ang
2077_s_2_ang,ang
2078_s_2_ang,ang
2079_s_2_ang,ang
207_s_1_sad,sad
2080_s_2_ang,ang
2081_s_2_ang,ang
2082_s_2_ang,ang
2083_s_2_neu,neu
2084_s_2_ang,ang
2085_s_2_ang,ang
2086_s_2_ang,ang
2087_s_2_ang,ang
2088_s_2_neu,neu
2089_s_2_neu,neu
208_s_1_sad,sad
2091_s_2_neu,neu
2092_s_2_neu,neu
2093_s_2_neu,neu
2094_s_2_ang,ang
2095_s_2_ang,ang
2096_s_2_ang,ang
2097_s_2_neu,neu
2098_s_2_neu,neu
2099_s_2_ang,ang
209_s_1_sad,sad
20_s_1_neu,neu
2100_s_2_ang,ang
2101_s_2_ang,ang
2102_s_2_ang,ang
2103_s_2_ang,ang
2104_s_2_ang,ang
2106_s_2_ang,ang
2107_s_2_ang,ang
2108_s_3_neu,neu
2109_s_3_neu,neu
210_s_1_neu,neu
2110_s_3_neu,neu
2111_s_3_neu,neu
2112_s_3_neu,neu
2113_s_3_ang,ang
2114_s_3_neu,neu
2115_s_3_neu,neu
2116_s_3_neu,neu
2117_s_3_neu,neu
2118_s_3_neu,neu
2119_s_3_neu,neu
211_s_1_sad,sad
2120_s_3_neu,neu
2121_s_3_neu,neu
2122_s_3_neu,neu
2123_s_3_neu,neu
2124_s_3_neu,neu
2125_s_3_neu,neu
2126_s_3_neu,neu
2127_s_3_neu,neu
2128_s_3_neu,neu
2129_s_3_neu,neu
2147_s_3_neu,neu
2148_s_3_neu,neu
2149_s_3_ang,ang
214_s_1_neu,neu
2150_s_3_ang,ang
2151_s_3_neu,neu
2152_s_3_neu,neu
2153_s_3_neu,neu
2154_s_3_neu,neu
2155_s_3_neu,neu
2156_s_3_neu,neu
2157_s_3_neu,neu
2158_s_3_neu,neu
2159_s_3_neu,neu
215_s_1_sad,sad
2160_s_3_neu,neu
2161_s_3_neu,neu
2163_s_3_neu,neu
2164_s_3_neu,neu
2165_s_3_exc,exc
2166_s_3_exc,exc
2167_s_3_sad,sad
2168_s_3_sad,sad
2169_s_3_sad,sad
216_s_1_neu,neu
2170_s_3_sad,sad
2171_s_3_sad,sad
2172_s_3_sad,sad
2173_s_3_sad,sad
2174_s_3_sad,sad
2175_s_3_sad,sad
2176_s_3_sad,sad
2177_s_3_sad,sad
2178_s_3_sad,sad
217_s_1_neu,neu
2180_s_3_sad,sad
2181_s_3_sad,sad
2182_s_3_sad,sad
2183_s_3_sad,sad
2184_s_3_sad,sad
2185_s_3_sad,sad
2186_s_3_sad,sad
2187_s_3_sad,sad
2188_s_3_sad,sad
2189_s_3_sad,sad
218_s_1_neu,neu
2190_s_3_sad,sad
2191_s_3_sad,sad
2192_s_3_sad,sad
2193_s_3_sad,sad
2194_s_3_sad,sad
2196_s_3_hap,hap
2197_s_3_ang,ang
2198_s_3_sad,sad
2199_s_3_sad,sad
219_s_1_sad,sad
21_s_1_ang,ang
2200_s_3_sad,sad
2201_s_3_sad,sad
2202_s_3_sad,sad
2203_s_3_sad,sad
2204_s_3_sad,sad
2205_s_3_sad,sad
2206_s_3_sad,sad
2207_s_3_ang,ang
2208_s_3_sad,sad
2209_s_3_sad,sad
220_s_1_neu,neu
2211_s_3_exc,exc
2212_s_3_exc,exc
2213_s_3_exc,exc
2214_s_3_exc,exc
2215_s_3_exc,exc
2216_s_3_exc,exc
2217_s_3_exc,exc
2218_s_3_exc,exc
2219_s_3_exc,exc
221_s_1_neu,neu
2220_s_3_hap,hap
2221_s_3_hap,hap
2222_s_3_exc,exc
2224_s_3_hap,hap
2225_s_3_hap,hap
2226_s_3_hap,hap
2227_s_3_hap,hap
2229_s_3_exc,exc
222_s_1_neu,neu
2230_s_3_exc,exc
2231_s_3_exc,exc
2232_s_3_exc,exc
2233_s_3_exc,exc
2234_s_3_exc,exc
2235_s_3_exc,exc
2236_s_3_hap,hap
2237_s_3_exc,exc
2238_s_3_sad,sad
2239_s_3_sad,sad
223_s_1_neu,neu
2240_s_3_sad,sad
2241_s_3_sad,sad
2242_s_3_neu,neu
2244_s_3_neu,neu
2245_s_3_neu,neu
2246_s_3_neu,neu
2247_s_3_neu,neu
2248_s_3_neu,neu
2249_s_3_neu,neu
224_s_1_neu,neu
2250_s_3_neu,neu
2251_s_3_neu,neu
2252_s_3_neu,neu
2253_s_3_neu,neu
2254_s_3_neu,neu
2255_s_3_neu,neu
2256_s_3_neu,neu
2257_s_3_neu,neu
2258_s_3_neu,neu
225_s_1_neu,neu
2260_s_3_neu,neu
2261_s_3_neu,neu
2262_s_3_ang,ang
2263_s_3_ang,ang
2264_s_3_ang,ang
2265_s_3_ang,ang
2266_s_3_ang,ang
2267_s_3_ang,ang
2268_s_3_ang,ang
2269_s_3_ang,ang
226_s_1_neu,neu
2270_s_3_ang,ang
2271_s_3_ang,ang
2272_s_3_neu,neu
2273_s_3_neu,neu
2275_s_3_neu,neu
2276_s_3_neu,neu
2277_s_3_neu,neu
2278_s_3_sad,sad
